response_id,survey_date,last_tool_used,age,age_group_self_reported,occupation,employment_status,prior_education,annual_income_usd,income_range_self_reported,favorite_color,region,urbanicity,household_size,daily_task,primary_ai_use_case,last_prompt,ai_feedback_comment,sentiment_label_self_reported,preferred_device,subscription_status,usage_frequency,monthly_ai_budget_usd,trust_level,privacy_concern,decision_stage,info_source,adoption_motivation,likelihood_to_recommend,satisfaction_score,age_group,income_group,high_value_user,likely_to_pay,feedback_sentiment,tool_group,trust_score_num,privacy_score_num
R100920,2026-03-22,xAI Grok,41.0,35-44,Customer Support Rep,Unemployed,Master's degree,103000.0,$100k-$149k,Gray,South,Urban,5.0,Personal finance,Research,Summarize this article in plain English.,The suggestions felt practical and not too generic.,Positive,Smartphone,Free,Daily,0.0,High,Low,Evaluation of alternatives,YouTube,save time,9.0,5.0,35-44,$100K-$149K,No,No,Positive,xAI Grok,4.0,1.0
R100921,2026-03-08,xAI Grok,24.0,18-24,Lawyer,Unemployed,Bachelor's degree,78000.0,Prefer not to say,Green,South,Suburban,1.0,Meal planning,Creative writing,Summarize this article in plain English.,"Useful for drafts, but I would never send the first version.",Mixed,Laptop,Trial,A few times a week,9.0,Moderate,Moderate,Postpurchase behavior,Friend/family,Save time,,3.0,18-24,$75K-$99K,No,No,Mixed,xAI Grok,3.0,2.0
R100922,2026-05-23,xAI Grok,48.0,45-54,Customer Support Rep,Part-time,Bachelor's degree,131000.0,$100k-$149k,Gray,Northeast,Suburban,2.0,Brainstorming content,Research,Debug this Python error and explain what happened.,Surprisingly helpful; the answer was clear and easy to use.,Positive,Laptop,Paid individual,Daily,15.0,Low,Extreme,Information search,Coworker,less stress,,3.0,45-54,$100K-$149K,Yes,No,Positive,xAI Grok,2.0,4.0
R100923,2026-04-05,xAI Grok,45.0,25 - 34,Administrative Assistant,Freelance,Some college,70000.0,$50k-$74k,Orange,South,Urban,2.0,Summarizing articles,Productivity,Make this spreadsheet easier to understand.,It was too generic and I still had to rewrite everything.,Negative,Work computer,Free,Monthly,0.0,Moderate,Low,Postpurchase behavior,Friend/family,Be more creative,2.0,10.0,45-54,$40K-$74K,No,No,Negative,xAI Grok,3.0,1.0
R100924,2026-02-03,xAI Grok,28.0,25-34,Teacher,Full-time,Trade/Certificate,85000.0,$75k-$99k,Red,Midwest,Suburban,4.0,job applications,Coding,Translate this message into Spanish but keep it casual.,"It is helpful, but I do not trust it for important decisions.",Negative,Smartphone,Free,A few times a week,0.0,Very high,Moderate,Problem recognition,Professor/teacher,Be more creative,7.0,3.0,25-34,$75K-$99K,No,No,Negative,xAI Grok,5.0,2.0
R100925,05/13/2026,xAI Grok,43.0,35-44,Sales Associate,Freelance,Master's degree,100000.0,$100k-$149k,White,Northeast,Suburban,3.0,Scheduling,Marketing content,Make this spreadsheet easier to understand., IT IS ANOTHER TOOL IN THE TOOLBOX. ,Neutral,Tablet,Free,Multiple times daily,7.0,Moderate,,Postpurchase behavior,Professor/teacher,Make better decisions,7.0,4.0,35-44,$100K-$149K,No,No,Neutral,xAI Grok,3.0,
R100926,2026-03-24,xAI Grok,40.0,35-44,Engineer,Full-time,Bachelor's degree,124000.0,$100k-$149k,Green,Northeast,Urban,2.0,coding,Shopping decisions,Find patterns in this survey data.,The output is decent if I ask the question the right way.,Mixed,Smartphone,Paid work/school,Daily,16.0,High,Moderate,Postpurchase behavior,Social media,,9.0,4.0,35-44,$100K-$149K,Yes,No,Mixed,xAI Grok,4.0,2.0
R100927,2026-03-06,xAI Grok,29.0,25-34,Student,Full-time,Some college,61000.0,$50k-$74k,Yellow,South,Suburban,3.0,Social media captions,Productivity,Create a 7-day meal plan for a busy family.,It saved me an hour and made the task feel manageable.,Positive,Smartphone,Free,A few times a week,0.0,Low,Moderate,Purchase decision,Search engine,Reduce stress,6.0,4.0,25-34,$40K-$74K,No,No,Positive,xAI Grok,2.0,2.0
R100928,2026-05-14,xAI Grok,52.0,45-54,Accountant,Contract,High school,81000.0,$75k-$99k,Yellow,Midwest,Suburban,2.0,Legal research,Coding,Give me ideas for a weekend trip.,I like how fast it gives me a first draft.,Positive,Laptop,Paid work/school,Weekly,22.0,Very high,High,Evaluation of alternatives,Search engine,Save time,10.0,5.0,45-54,$75K-$99K,No,No,Positive,xAI Grok,5.0,3.0
R100929,2026-05-16,xAI Grok,32.0,adult,Marketing Manager,Full-time,Some college,85000.0,$75k-$99k,Purple,South,Suburban,2.0,Meal planning,Career planning,Brainstorm TikTok captions for a new product launch.,It helped me organize my thoughts when I was stuck.,Positive,Tablet,Free,Rarely,2.0,High,Low,Purchase decision,Social media,write better,7.0,4.0,25-34,$75K-$99K,No,No,Positive,xAI Grok,4.0,1.0
R100930,2026-04-24,xAI Grok,36.0,35-44,Consultant,Student,Bachelor's degree,142000.0,$100k-$149k,emerald,Midwest,Suburban,3.0,Translation,Creative writing,Make my resume sound more confident.,The output is decent if I ask the question the right way.,Mixed,Laptop,Paid individual,Rarely,2.0,Moderate,High,Problem recognition,YouTube,Save time,6.0,3.0,35-44,$100K-$149K,No,No,Mixed,xAI Grok,3.0,3.0
R100931,2026-02-16,xAI Grok,22.0,18-24,Construction Manager,Contract,Bachelor's degree,18000.0,<$25k,Orange,South,Suburban,1.0,Brainstorming content,Financial planning,Find patterns in this survey data.,Great for brainstorming when I do not know where to start.,Positive,Laptop,Trial,Daily,0.0,Moderate,High,Information search,Coworker,Save time,3.0,3.0,18-24,Under $40K,No,No,Positive,xAI Grok,3.0,3.0
R100932,2026-02-04,xAI Grok,39.0,35-44,Data Analyst,Full-time,Some college,56000.0,$50k-$74k,Blue,West,Rural,1.0,Data analysis,Research,"What should I cook with chicken, rice, and spinach?",IT MADE ME LOOK BAD IN A MEETING BECAUSE I TRUSTED IT.,Ugly,Laptop,Free,Daily,11.0,High,Moderate,Evaluation of alternatives,Social media,Have fun,1.0,2.0,35-44,$40K-$74K,No,No,Ugly,xAI Grok,4.0,2.0
R100933,2026-04-13,xAI Grok,,18-24,Small Business Owner,Full-time,Bachelor's degree,66000.0,$50k-$74k,yellow,Northeast,Urban,3.0,Customer service replies,Coding,Turn these notes into a presentation outline.,"It helps with boring tasks, but it makes mistakes quietly.",Neutral,Laptop,Free,A few times a week,0.0,,Moderate,Evaluation of alternatives,Professor/teacher,Reduce stress,2.0,2.0,Unknown,$40K-$74K,No,No,Neutral,xAI Grok,,2.0
R100934,2026-02-19,xAI Grok,23.0,25-34,Researcher,Contract,Bachelor's degree,23000.0,<$25k,Teal,Midwest,Urban,5.0,Budget planning,Productivity,Make my resume sound more confident.,"Good for speed, bad for accuracy.",Mixed,Desktop,Paid individual,Daily,18.0,Very high,High,Not sure,Search engine,Automate routine work,7.0,4.0,18-24,Under $40K,Yes,No,Mixed,xAI Grok,5.0,3.0
R100935,2026-03-07,xAI Grok,65.0,65+,Operations Coordinator,Full-time,Master's degree,50000.0,$50k-$74k,Gray,South,Suburban,1.0,Summarizing articles,Financial planning,Compare three laptops for a college student under $900.,I trust it for simple tasks and summaries.,Positive,Smartphone,Trial,Weekly,3.0,High,Extreme,Information search,Employer,Have fun,8.0,4.0,55+,$40K-$74K,No,No,Positive,xAI Grok,4.0,4.0
R100936,yesterday,xAI Grok,29.0,25-34,Researcher,Freelance,High school,88000.0,$75k-$99k,Yellow,Northeast,Urban,5.0,meal planning,Marketing content,Compare three laptops for a college student under $900.,It confidently lied and almost caused a serious mistake.,Ugly,Desktop,Free,Weekly,6.0,Moderate,Moderate,Postpurchase behavior,Professor/teacher,Improve writing,3.0,2.0,25-34,$75K-$99K,No,No,Ugly,xAI Grok,3.0,2.0
R100937,2026-04-30,xAI Grok,36.0,35-44,Engineer,Freelance,Some college,105000.0,$100k-$149k,Teal,South,Urban,4.0,Coding,Coding,help me plan a budget for next month.,THE SUGGESTIONS FELT PRACTICAL AND NOT TOO GENERIC.,Positive,Smartphone,Free,Multiple times daily,28.0,High,Moderate,Purchase decision,News article,,9.0,5.0,35-44,$100K-$149K,No,No,Positive,xAI Grok,4.0,2.0
R100938,2026-02-25,xAI Grok,39.0,35-44,Small Business Owner,Contract,Some college,44000.0,$25k-$49k,Green,,Rural,4.0,Legal research,Coding,Write a polite email asking for more time on a project.,I like how fast it gives me a first draft.,Positive,Laptop,Paid work/school,Multiple times daily,27.0,High,High,Postpurchase behavior,News article,Learn faster,10.0,,35-44,$40K-$74K,Yes,No,Positive,xAI Grok,4.0,3.0
R100939,2026-05-29,xAI Grok,19.0,18-24,Product Manager,Self-employed,Bachelor's degree,,$50k-$74k,White,South,Urban,4.0,Social media captions,Research,Give me ideas for a weekend trip.,I am still learning what it can do.,Neutral,Desktop,Paid individual,Daily,5.0,Very high,High,Information search,YouTube,Be more creative,7.0,5.0,18-24,Unknown,Yes,No,Neutral,xAI Grok,5.0,3.0
R100940,2026-05-14,xAI Grok,34.0,25-34,K-12 Teacher,Student,Doctorate,90000.0,$75k-$99k,Pink,Northeast,Urban,4.0,Studying,Customer support,Explain this legal clause like I'm not a lawyer.,"I like it for ideas, but privacy still bothers me.",Mixed,Laptop,Free,A few times a week,0.0,Moderate,Extreme,Purchase decision,Friend/family,Compare options,5.0,3.0,25-34,$75K-$99K,No,No,Mixed,xAI Grok,3.0,4.0
R100941,"May 17, 2026",xAI Grok,18.0,18-24,Marketing Manager,Part-time,Master's degree,85000.0,$75k-$99k,Red,Midwest,Urban,3.0,Meal planning,Health information,Summarize this article in plain English.,It is another tool in the toolbox.,Neutral,Laptop,Paid work/school,Daily,87.0,Very low,High,Postpurchase behavior,Employer,Automate routine work,2.0,2.0,18-24,$75K-$99K,Yes,No,Neutral,xAI Grok,1.0,3.0
R100942,2026-05-13,xAI Grok,29.0,25-34,Teacher,Full-time,Master's degree,51000.0,$50k-$74k,Black,West,,2.0,Meal planning,Productivity,CREATE A 7-DAY MEAL PLAN FOR A BUSY FAMILY.,It misunderstood the context and wasted my time.,,Laptop,Free,A few times a week,0.0,High,Extreme,Information search,Ad,Make better decisions,5.0,3.0,25-34,$40K-$74K,No,No,,xAI Grok,4.0,4.0
R100943,2026-05-28,xAI Grok,26.0,25-34,Customer Support Rep,Full-time,High school,67000.0,$50k-$74k,Red,West,Suburban,4.0,Healthcare admin notes,Customer support,Summarize this article in plain English., i trust it for simple tasks and summaries. ,Positive,Laptop,Free,A few times a week,5.0,Low,Extreme,Evaluation of alternatives,Search engine,Have fun,6.0,3.0,25-34,$40K-$74K,No,No,Positive,xAI Grok,2.0,4.0
R100944,2026-05-03,xAI Grok,18.0,18-24,Chef,Full-time,High school,40000.0,$25k-$49k,Lavender,International,Urban,2.0,creating lesson plans,Coding,WRITE A POLITE EMAIL ASKING FOR MORE TIME ON A PROJECT.,the suggestions felt practical and not too generic!!!,Positive,Laptop,Paid work/school,A few times a week,19.0,High,High,Information search,Coworker,Compare options,10.0,5.0,18-24,$40K-$74K,Yes,No,Positive,xAI Grok,4.0,3.0
R100945,2026-05-11,xAI Grok,30.0,25-34,Operations Coordinator,Part-time,Bachelor's degree,73000.0,$50k-$74k,Gray,Northeast,Suburban,1.0,Customer service replies,Productivity,Draft a customer service reply to an angry customer.,I trust it for simple tasks and summaries.,Positive,Laptop,Trial,Daily,13.0,Moderate,Low,Evaluation of alternatives,Friend/family,Automate routine work,10.0,,25-34,$40K-$74K,No,No,Positive,xAI Grok,3.0,1.0
R100946,2026-04-23,xAI Grok,21.0,18-24,Student,Full-time,Associate degree,14000.0,<$25k,Orange,Midwest,,3.0,Translation,Data analysis,Translate this message into Spanish but keep it casual.,Surprisingly helpful; the answer was clear and easy to use.,Positive,Smartphone,Free,Rarely,14.0,,Moderate,Information search,Coworker,Be more creative,9.0,,18-24,Under $40K,No,No,Positive,xAI Grok,,2.0
R100947,03/19/2026,xAI Grok,18.0,18-24,Lawyer,Self-employed,Bachelor's degree,98000.0,$75k-$99k,White,Midwest,Suburban,,personal finance,Productivity,Make my resume sound more confident.,It is becoming part of my daily workflow.,Positive,Smartphone,Free,Daily,21.0,Very low,Moderate,Evaluation of alternatives,Social media,Reduce stress,8.0,5.0,18-24,$75K-$99K,No,No,Positive,xAI Grok,1.0,2.0
R100948,"May 02, 2026",xAI Grok,18.0,18-24,Student,Student,Some college,18000.0,<$25k,Black,West,Suburban,4.0,Brainstorming content,Marketing content,Write a polite email asking 4 more time on a project.,It saved me an hour and made the task feel manageable.,Positive,Desktop,Free,Daily,12.0,High,Extreme,Postpurchase behavior,YouTube,Automate routine work,7.0,4.0,18-24,Under $40K,No,No,Positive,xAI Grok,4.0,4.0
R100949,02/27/2026,xAI Grok,60.0,55-64,Retail Manager,Full-time,Associate degree,97000.0,$75k-$99k,Gray,West,Suburban,5.0,Summarizing articles,Coding,turn these notes into a presentation outline.,I use it sometimes when I remember.,Neutral,Desktop,Free,Daily,0.0,Low,Low,Postpurchase behavior,Podcast,save time,,1.0,55+,$75K-$99K,No,No,Neutral,xAI Grok,2.0,1.0
R100950,2026-04-17,xAI Grok,32.0,25-34,Retail Manager,Full-time,Trade/Certificate,10000.0,<$25k,Red,International,Suburban,2.0,Summarizing articles,Financial planning,Summarize this article in plain English.,The free version is useful but too limited.,,Work computer,Free,Multiple times daily,37.0,Moderate,Extreme,Postpurchase behavior,Social media,write better,3.0,2.0,25-34,Under $40K,No,No,,xAI Grok,3.0,4.0
R100951,05/05/2026,xAI Grok,34.0,25-34,Data Analyst,,Master's degree,117000.0,$100k-$149k,Purple,Midwest,Suburban,3.0,Studying,Productivity,Compare three laptops for a college student under $900.,The suggestions felt practical and not too generic.,Positive,Desktop,Paid individual,Daily,32.0,High,,Purchase decision,News article,Save time,10.0,5.0,25-34,$100K-$149K,Yes,No,Positive,xAI Grok,4.0,
R100952,2026-04-01,xAI Grok,37.0,35-44,STUDENT,Part-time,High school,42000.0,$150k+,pink,South,Urban,2.0,Job applications,Education,"what should i cook with chicken, rice, and spinach?",It made my work look more polished.,,Smartphone,Free,Multiple times daily,20.0,High,Extreme,Postpurchase behavior,Friend/family,Make better decisions,9.0,5.0,35-44,$40K-$74K,No,No,,xAI Grok,4.0,4.0
R100953,2026-02-27,xAI Grok,22.0,18-24,Freelancer,Full-time,Bachelor's degree,,$25k-$49k,Red,South,Suburban,4.0,Travel planning,Personal organization,Can you check if this source is credible?,,Positive,Smartphone,Paid individual,Daily,23.0,High,Low,Purchase decision,Ad,Learn faster,9.0,5.0,18-24,Unknown,Yes,No,Positive,xAI Grok,4.0,1.0
R100954,16-05-2026,xAI Grok,44.0,35-44,Construction Manager,Contract,Master's degree,83000.0,$75k-$99k,Yellow,West,Rural,5.0,Budget planning,Career planning,Give me ideas for a weekend trip.,It saved me an hour and made the task feel manageable.,Positive,laptop,Paid individual,Daily,23.0,High,,Postpurchase behavior,Friend/family,Compare options,10.0,5.0,35-44,$75K-$99K,Yes,No,Positive,xAI Grok,4.0,
R100956,02/27/2026,xAI Grok,71.0,65+,Physician Assistant,Student,Doctorate,112000.0,$100k-$149k,White,Midwest,Suburban,3.0,Scheduling,Customer support,Make my resume sound more confident.,The tone options are actually really useful.,Positive,Smartphone,Paid individual,A few times a week,2.0,Moderate,Low,Evaluation of alternatives,Employer,Reduce stress,9.0,5.0,55+,$100K-$149K,Yes,No,Positive,xAI Grok,3.0,1.0
R100957,2026-04-14,xAI Grok,45.0,45-54,Researcher,Self-employed,Bachelor's degree,67000.0,$50k-$74k,green,South,,6.0,Social media captions,Data analysis,Compare three laptops for a college student under $900.,"It helps with boring tasks, but it makes mistakes quietly.",Mixed,Laptop,Paid work/school,A few times a week,25.0,High,,Information search,YouTube,Improve writing,7.0,4.0,45-54,$40K-$74K,Yes,No,Mixed,xAI Grok,4.0,
R100958,2026-05-12,xAI Grok,26.0,25-34,Customer Support Rep,Full-time,Some college,62000.0,$50k-$74k,Blue,Northeast,Rural,2.0,Scheduling,Education,, great for brainstorming when i do not know where to start. ,Positive,Smartphone,Paid work/school,Daily,20.0,Moderate,Moderate,Postpurchase behavior,Friend/family,,4.0,3.0,25-34,$40K-$74K,Yes,No,Positive,xAI Grok,3.0,2.0
R100959,"Mar 04, 2026",xAI Grok,34.0,25-34,Student,Freelance,Master's degree,89000.0,$75k-$99k,White,International,Urban,4.0,Customer service replies,Creative writing,Find patterns in this survey data.,"I like it for ideas, but privacy still bothers me.",Mixed,Smartphone,Paid individual,Multiple times daily,38.0,Very high,Moderate,Evaluation of alternatives,Podcast,Learn faster,10.0,5.0,25-34,$75K-$99K,Yes,No,Mixed,xAI Grok,5.0,2.0
R100960,"Mar 22, 2026",xAI Grok,39.0,35-44,Accountant,Full-time,Master's degree,135000.0,$100k-$149k,crimson,Midwest,Rural,,Summarizing articles,Creative writing,Write a polite email asking 4 more time on a project.,I worry about where my personal data goes.,Negative,Smartphone,Free,Daily,0.0,High,Extreme,Purchase decision,YouTube,save time,2.0,2.0,35-44,$100K-$149K,No,No,Negative,xAI Grok,4.0,4.0
R100961,2026-03-03,xAI Grok,27.0,25-34,Physician Assistant,Full-time,Master's degree,77000.0,$75k-$99k,Teal,West,Suburban,2.0,Summarizing articles,Creative writing,Translate this message into Spanish but keep it casual.,I have not used it enough to decide.,Neutral,Smartphone,Free,Weekly,9.0,Moderate,Moderate,Purchase decision,Ad,Have fun,3.0,3.0,25-34,$75K-$99K,No,No,Neutral,xAI Grok,3.0,2.0
R100962,2026-04-18,xAI Grok,46.0,25 - 34,Researcher,Full-time,Master's degree,107000.0,$100k-$149k,GREEN,West,Suburban,2.0,Coding,Creative writing,Turn these notes into a presentation outline.,The suggestions felt practical and not too generic.,Positive,Tablet,Free,Daily,10.0,Moderate,Low,Not sure,Search engine,less stress,6.0,4.0,45-54,$100K-$149K,No,No,Positive,xAI Grok,3.0,1.0
R100963,2026-04-18,xAI Grok,51.0,45-54,Data Analyst,Part-time,High school,72000.0,$50k-$74k,gold,South,Urban,5.0,Coding,Creative writing,Debug this Python error and explain what happened.,It saved me an hour and made the task feel manageable.,Positive,Smartphone,Free,Multiple times daily,37.0,Moderate,Low,Information search,Professor/teacher,Reduce stress,10.0,5.0,45-54,$40K-$74K,No,No,Positive,xAI Grok,3.0,1.0
R100965,2026-05-26,xAI Grok,50.0,45-54,Student,Full-time,Bachelor's degree,68000.0,$50k-$74k,Yellow,West,,2.0,Writing emails,Shopping decisions,Make a study guide for my marketing exam.,The suggestions felt practical and not too generic.,Positive,Smartphone,Paid individual,Rarely,0.0,High,Moderate,Information search,Employer,Be more creative,9.0,4.0,45-54,$40K-$74K,No,No,Positive,xAI Grok,4.0,2.0
R100966,2026-04-19,xAI Grok,31.0,25-34,Marketing Manager,,Bachelor's degree,66000.0,$50k-$74k,Gray,Northeast,Urban,3.0,Data analysis,Coding,Help me plan a budget for next month.,Surprisingly helpful; the answer was clear and easy to use.,Positive,Laptop,Paid individual,A few times a week,32.0,Moderate,Low,Postpurchase behavior,,Compare options,7.0,4.0,25-34,$40K-$74K,Yes,No,Positive,xAI Grok,3.0,1.0
R100967,2026-02-27,xAI Grok,37.0,35-44,Freelancer,Freelance,High school,54000.0,$50k-$74k,Blue,Midwest,Urban,6.0,scheduling ,Coding,"What should I cook with chicken, rice, and spinach?",I use it sometimes when I remember.,Neutral,Smartphone,Trial,Daily,24.0,Very low,Moderate,Purchase decision,Search engine,Make better decisions,5.0,3.0,35-44,$40K-$74K,No,No,Neutral,xAI Grok,1.0,2.0
R100968,2026-05-02,xAI Grok,46.0,45-54,Customer Support Rep,Contract,Some college,79000.0,$75k-$99k,Blue,Midwest,Suburban,4.0,Personal finance,Education,Write a bedtime story about a robot dog.,It saved me an hour and made the task feel manageable.,Positive,Laptop,Not sure,Daily,0.0,High,,Evaluation of alternatives,News article,Improve writing,10.0,5.0,45-54,$75K-$99K,No,No,Positive,xAI Grok,4.0,
